,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
5143,32.0,0.0,12.5,4.0,0.999
5144,32.0,0.0,12.5,2.0,0.998
5145,32.0,0.0,12.5,1.0,0.999
5146,32.0,0.0,12.5,0.5,0.999
5147,32.0,0.0,12.5,0.0,0.999
5148,32.0,0.0,6.25,512.0,0.96
5149,32.0,0.0,6.25,256.0,0.982
5150,32.0,0.0,6.25,128.0,0.99
5151,32.0,0.0,6.25,64.0,0.994
5152,32.0,0.0,6.25,32.0,0.997
5153,32.0,0.0,6.25,16.0,0.998
5154,32.0,0.0,6.25,8.0,0.999
5155,32.0,0.0,6.25,4.0,0.999
5156,32.0,0.0,6.25,2.0,0.999
5157,32.0,0.0,6.25,1.0,0.999
5158,32.0,0.0,6.25,0.5,0.999
5159,32.0,0.0,6.25,0.0,0.999
5160,32.0,0.0,3.125,512.0,0.965
5161,32.0,0.0,3.125,256.0,0.982
5162,32.0,0.0,3.125,128.0,0.991
5163,32.0,0.0,3.125,64.0,0.994
5164,32.0,0.0,3.125,32.0,0.997
5165,32.0,0.0,3.125,16.0,0.998
5166,32.0,0.0,3.125,8.0,0.999
5167,32.0,0.0,3.125,4.0,0.999
5168,32.0,0.0,3.125,2.0,0.999
5169,32.0,0.0,3.125,1.0,0.999
5170,32.0,0.0,3.125,0.5,0.999
5171,32.0,0.0,3.125,0.0,1.0
5172,32.0,0.0,0.0,512.0,0.96
5173,32.0,0.0,0.0,256.0,0.982
5174,32.0,0.0,0.0,128.0,0.991
5175,32.0,0.0,0.0,64.0,0.995
5176,32.0,0.0,0.0,32.0,0.998
5177,32.0,0.0,0.0,16.0,0.999
5178,32.0,0.0,0.0,8.0,0.999
5179,32.0,0.0,0.0,4.0,0.999
5180,32.0,0.0,0.0,2.0,0.999
5181,32.0,0.0,0.0,1.0,1.0
5182,32.0,0.0,0.0,0.5,1.0
5183,32.0,0.0,0.0,0.0,1.0
5184,16.0,32.0,3200.0,512.0,0.859
5185,16.0,32.0,3200.0,256.0,0.873
5186,16.0,32.0,3200.0,128.0,0.862
5187,16.0,32.0,3200.0,64.0,0.86
5188,16.0,32.0,3200.0,32.0,0.885
5189,16.0,32.0,3200.0,16.0,0.888
5190,16.0,32.0,3200.0,8.0,0.879
5191,16.0,32.0,3200.0,4.0,0.865
5192,16.0,32.0,3200.0,2.0,0.887
5193,16.0,32.0,3200.0,1.0,0.886
5194,16.0,32.0,3200.0,0.5,0.888
5195,16.0,32.0,3200.0,0.0,0.886
5196,16.0,32.0,1600.0,512.0,0.911
5197,16.0,32.0,1600.0,256.0,0.93
5198,16.0,32.0,1600.0,128.0,0.929
5199,16.0,32.0,1600.0,64.0,0.937
5200,16.0,32.0,1600.0,32.0,0.942
5201,16.0,32.0,1600.0,16.0,0.934
5202,16.0,32.0,1600.0,8.0,0.934
5203,16.0,32.0,1600.0,4.0,0.932
5204,16.0,32.0,1600.0,2.0,0.946
5205,16.0,32.0,1600.0,1.0,0.945
5206,16.0,32.0,1600.0,0.5,0.945
5207,16.0,32.0,1600.0,0.0,0.937
5208,16.0,32.0,800.0,512.0,0.943
5209,16.0,32.0,800.0,256.0,0.963
5210,16.0,32.0,800.0,128.0,0.963
5211,16.0,32.0,800.0,64.0,0.966
5212,16.0,32.0,800.0,32.0,0.966
5213,16.0,32.0,800.0,16.0,0.967
5214,16.0,32.0,800.0,8.0,0.965
5215,16.0,32.0,800.0,4.0,0.973
5216,16.0,32.0,800.0,2.0,0.965
5217,16.0,32.0,800.0,1.0,0.974
5218,16.0,32.0,800.0,0.5,0.967
5219,16.0,32.0,800.0,0.0,0.968
5220,16.0,32.0,400.0,512.0,0.966
5221,16.0,32.0,400.0,256.0,0.977
5222,16.0,32.0,400.0,128.0,0.982
5223,16.0,32.0,400.0,64.0,0.98
5224,16.0,32.0,400.0,32.0,0.984
5225,16.0,32.0,400.0,16.0,0.984
5226,16.0,32.0,400.0,8.0,0.982
5227,16.0,32.0,400.0,4.0,0.983
5228,16.0,32.0,400.0,2.0,0.986
5229,16.0,32.0,400.0,1.0,0.987
5230,16.0,32.0,400.0,0.5,0.982
5231,16.0,32.0,400.0,0.0,0.983
5232,16.0,32.0,200.0,512.0,0.974
5233,16.0,32.0,200.0,256.0,0.981
5234,16.0,32.0,200.0,128.0,0.989
5235,16.0,32.0,200.0,64.0,0.99
5236,16.0,32.0,200.0,32.0,0.992
5237,16.0,32.0,200.0,16.0,0.99
5238,16.0,32.0,200.0,8.0,0.992
5239,16.0,32.0,200.0,4.0,0.992
5240,16.0,32.0,200.0,2.0,0.992
5241,16.0,32.0,200.0,1.0,0.993
5242,16.0,32.0,200.0,0.5,0.992
5243,16.0,32.0,200.0,0.0,0.993
5244,16.0,32.0,100.0,512.0,0.977
5245,16.0,32.0,100.0,256.0,0.988
5246,16.0,32.0,100.0,128.0,0.991
5247,16.0,32.0,100.0,64.0,0.994
5248,16.0,32.0,100.0,32.0,0.994
5249,16.0,32.0,100.0,16.0,0.995
5250,16.0,32.0,100.0,8.0,0.996
5251,16.0,32.0,100.0,4.0,0.996
5252,16.0,32.0,100.0,2.0,0.995
5253,16.0,32.0,100.0,1.0,0.996
5254,16.0,32.0,100.0,0.5,0.996
5255,16.0,32.0,100.0,0.0,0.995
5256,16.0,32.0,50.0,512.0,0.975
5257,16.0,32.0,50.0,256.0,0.987
5258,16.0,32.0,50.0,128.0,0.992
5259,16.0,32.0,50.0,64.0,0.995
5260,16.0,32.0,50.0,32.0,0.996
5261,16.0,32.0,50.0,16.0,0.997
5262,16.0,32.0,50.0,8.0,0.997
5263,16.0,32.0,50.0,4.0,0.997
5264,16.0,32.0,50.0,2.0,0.997
5265,16.0,32.0,50.0,1.0,0.997
5266,16.0,32.0,50.0,0.5,0.998
5267,16.0,32.0,50.0,0.0,0.998
5268,16.0,32.0,25.0,512.0,0.977
5269,16.0,32.0,25.0,256.0,0.988
5270,16.0,32.0,25.0,128.0,0.995
5271,16.0,32.0,25.0,64.0,0.996
5272,16.0,32.0,25.0,32.0,0.998
5273,16.0,32.0,25.0,16.0,0.998
5274,16.0,32.0,25.0,8.0,0.998
5275,16.0,32.0,25.0,4.0,0.998
5276,16.0,32.0,25.0,2.0,0.999
5277,16.0,32.0,25.0,1.0,0.999
5278,16.0,32.0,25.0,0.5,0.998
5279,16.0,32.0,25.0,0.0,0.998
5280,16.0,32.0,12.5,512.0,0.982
5281,16.0,32.0,12.5,256.0,0.988
5282,16.0,32.0,12.5,128.0,0.994
5283,16.0,32.0,12.5,64.0,0.996
5284,16.0,32.0,12.5,32.0,0.998
5285,16.0,32.0,12.5,16.0,0.998
5286,16.0,32.0,12.5,8.0,0.999
5287,16.0,32.0,12.5,4.0,0.999
5288,16.0,32.0,12.5,2.0,0.999
5289,16.0,32.0,12.5,1.0,0.999
5290,16.0,32.0,12.5,0.5,0.999
5291,16.0,32.0,12.5,0.0,0.999
5292,16.0,32.0,6.25,512.0,0.98
5293,16.0,32.0,6.25,256.0,0.989
5294,16.0,32.0,6.25,128.0,0.994
5295,16.0,32.0,6.25,64.0,0.996
5296,16.0,32.0,6.25,32.0,0.998
5297,16.0,32.0,6.25,16.0,0.999
5298,16.0,32.0,6.25,8.0,0.999
5299,16.0,32.0,6.25,4.0,0.999
5300,16.0,32.0,6.25,2.0,0.999
5301,16.0,32.0,6.25,1.0,0.999
5302,16.0,32.0,6.25,0.5,0.999
5303,16.0,32.0,6.25,0.0,1.0
5304,16.0,32.0,3.125,512.0,0.978
5305,16.0,32.0,3.125,256.0,0.989
5306,16.0,32.0,3.125,128.0,0.995
5307,16.0,32.0,3.125,64.0,0.997
5308,16.0,32.0,3.125,32.0,0.998
5309,16.0,32.0,3.125,16.0,0.999
5310,16.0,32.0,3.125,8.0,0.999
5311,16.0,32.0,3.125,4.0,0.999
5312,16.0,32.0,3.125,2.0,1.0
5313,16.0,32.0,3.125,1.0,0.999
5314,16.0,32.0,3.125,0.5,0.999
5315,16.0,32.0,3.125,0.0,0.999
5316,16.0,32.0,0.0,512.0,0.981
5317,16.0,32.0,0.0,256.0,0.99
5318,16.0,32.0,0.0,128.0,0.995
5319,16.0,32.0,0.0,64.0,0.997
5320,16.0,32.0,0.0,32.0,0.998
5321,16.0,32.0,0.0,16.0,0.999
5322,16.0,32.0,0.0,8.0,0.999
5323,16.0,32.0,0.0,4.0,0.999
5324,16.0,32.0,0.0,2.0,0.999
5325,16.0,32.0,0.0,1.0,1.0
5326,16.0,32.0,0.0,0.5,1.0
5327,16.0,32.0,0.0,0.0,1.0
5328,16.0,16.0,3200.0,512.0,0.867
5329,16.0,16.0,3200.0,256.0,0.874
5330,16.0,16.0,3200.0,128.0,0.857
5331,16.0,16.0,3200.0,64.0,0.891
5332,16.0,16.0,3200.0,32.0,0.886
5333,16.0,16.0,3200.0,16.0,0.893
5334,16.0,16.0,3200.0,8.0,0.893
5335,16.0,16.0,3200.0,4.0,0.879
5336,16.0,16.0,3200.0,2.0,0.874
5337,16.0,16.0,3200.0,1.0,0.872
5338,16.0,16.0,3200.0,0.5,0.875
5339,16.0,16.0,3200.0,0.0,0.89
5340,16.0,16.0,1600.0,512.0,0.926
5341,16.0,16.0,1600.0,256.0,0.936
5342,16.0,16.0,1600.0,128.0,0.932
5343,16.0,16.0,1600.0,64.0,0.93
5344,16.0,16.0,1600.0,32.0,0.941
5345,16.0,16.0,1600.0,16.0,0.94
5346,16.0,16.0,1600.0,8.0,0.944
5347,16.0,16.0,1600.0,4.0,0.932
5348,16.0,16.0,1600.0,2.0,0.941
5349,16.0,16.0,1600.0,1.0,0.931
5350,16.0,16.0,1600.0,0.5,0.942
5351,16.0,16.0,1600.0,0.0,0.938
5352,16.0,16.0,800.0,512.0,0.955
5353,16.0,16.0,800.0,256.0,0.961
5354,16.0,16.0,800.0,128.0,0.965
5355,16.0,16.0,800.0,64.0,0.963
5356,16.0,16.0,800.0,32.0,0.973
5357,16.0,16.0,800.0,16.0,0.969
5358,16.0,16.0,800.0,8.0,0.967
5359,16.0,16.0,800.0,4.0,0.967
5360,16.0,16.0,800.0,2.0,0.969
5361,16.0,16.0,800.0,1.0,0.971
5362,16.0,16.0,800.0,0.5,0.969
5363,16.0,16.0,800.0,0.0,0.968
5364,16.0,16.0,400.0,512.0,0.964
5365,16.0,16.0,400.0,256.0,0.973
5366,16.0,16.0,400.0,128.0,0.982
5367,16.0,16.0,400.0,64.0,0.982
5368,16.0,16.0,400.0,32.0,0.981
5369,16.0,16.0,400.0,16.0,0.985
5370,16.0,16.0,400.0,8.0,0.983
5371,16.0,16.0,400.0,4.0,0.982
5372,16.0,16.0,400.0,2.0,0.983
5373,16.0,16.0,400.0,1.0,0.987
5374,16.0,16.0,400.0,0.5,0.983
5375,16.0,16.0,400.0,0.0,0.985
5376,16.0,16.0,200.0,512.0,0.975
5377,16.0,16.0,200.0,256.0,0.984
5378,16.0,16.0,200.0,128.0,0.988
5379,16.0,16.0,200.0,64.0,0.989
5380,16.0,16.0,200.0,32.0,0.989
5381,16.0,16.0,200.0,16.0,0.992
5382,16.0,16.0,200.0,8.0,0.992
5383,16.0,16.0,200.0,4.0,0.993
5384,16.0,16.0,200.0,2.0,0.992
5385,16.0,16.0,200.0,1.0,0.991
5386,16.0,16.0,200.0,0.5,0.991
5387,16.0,16.0,200.0,0.0,0.991
5388,16.0,16.0,100.0,512.0,0.979
5389,16.0,16.0,100.0,256.0,0.986
5390,16.0,16.0,100.0,128.0,0.991
5391,16.0,16.0,100.0,64.0,0.993
5392,16.0,16.0,100.0,32.0,0.994
5393,16.0,16.0,100.0,16.0,0.995
5394,16.0,16.0,100.0,8.0,0.996
5395,16.0,16.0,100.0,4.0,0.996
5396,16.0,16.0,100.0,2.0,0.997
5397,16.0,16.0,100.0,1.0,0.996
5398,16.0,16.0,100.0,0.5,0.995
5399,16.0,16.0,100.0,0.0,0.996
5400,16.0,16.0,50.0,512.0,0.98
5401,16.0,16.0,50.0,256.0,0.987
5402,16.0,16.0,50.0,128.0,0.993
5403,16.0,16.0,50.0,64.0,0.995
5404,16.0,16.0,50.0,32.0,0.996
5405,16.0,16.0,50.0,16.0,0.998
5406,16.0,16.0,50.0,8.0,0.997
5407,16.0,16.0,50.0,4.0,0.997
5408,16.0,16.0,50.0,2.0,0.997
5409,16.0,16.0,50.0,1.0,0.998
5410,16.0,16.0,50.0,0.5,0.998
5411,16.0,16.0,50.0,0.0,0.998
5412,16.0,16.0,25.0,512.0,0.976
5413,16.0,16.0,25.0,256.0,0.99
5414,16.0,16.0,25.0,128.0,0.995
5415,16.0,16.0,25.0,64.0,0.996
5416,16.0,16.0,25.0,32.0,0.997
5417,16.0,16.0,25.0,16.0,0.998
5418,16.0,16.0,25.0,8.0,0.998
5419,16.0,16.0,25.0,4.0,0.999
5420,16.0,16.0,25.0,2.0,0.999
5421,16.0,16.0,25.0,1.0,0.999
5422,16.0,16.0,25.0,0.5,0.999
5423,16.0,16.0,25.0,0.0,0.999
5424,16.0,16.0,12.5,512.0,0.978
5425,16.0,16.0,12.5,256.0,0.99
5426,16.0,16.0,12.5,128.0,0.994
5427,16.0,16.0,12.5,64.0,0.996
5428,16.0,16.0,12.5,32.0,0.998
5429,16.0,16.0,12.5,16.0,0.998
5430,16.0,16.0,12.5,8.0,0.999
5431,16.0,16.0,12.5,4.0,0.999
5432,16.0,16.0,12.5,2.0,0.999
5433,16.0,16.0,12.5,1.0,0.999
5434,16.0,16.0,12.5,0.5,0.999
5435,16.0,16.0,12.5,0.0,0.999
5436,16.0,16.0,6.25,512.0,0.982
5437,16.0,16.0,6.25,256.0,0.989
5438,16.0,16.0,6.25,128.0,0.994
5439,16.0,16.0,6.25,64.0,0.996
5440,16.0,16.0,6.25,32.0,0.998
5441,16.0,16.0,6.25,16.0,0.999
5442,16.0,16.0,6.25,8.0,0.999
5443,16.0,16.0,6.25,4.0,0.999
5444,16.0,16.0,6.25,2.0,0.999
5445,16.0,16.0,6.25,1.0,0.999
5446,16.0,16.0,6.25,0.5,0.999
5447,16.0,16.0,6.25,0.0,0.999
5448,16.0,16.0,3.125,512.0,0.981
5449,16.0,16.0,3.125,256.0,0.988
5450,16.0,16.0,3.125,128.0,0.995
5451,16.0,16.0,3.125,64.0,0.998
5452,16.0,16.0,3.125,32.0,0.998
5453,16.0,16.0,3.125,16.0,0.999
5454,16.0,16.0,3.125,8.0,0.999
5455,16.0,16.0,3.125,4.0,1.0
5456,16.0,16.0,3.125,2.0,0.999
5457,16.0,16.0,3.125,1.0,0.999
5458,16.0,16.0,3.125,0.5,1.0
5459,16.0,16.0,3.125,0.0,1.0
5460,16.0,16.0,0.0,512.0,0.978
5461,16.0,16.0,0.0,256.0,0.991
5462,16.0,16.0,0.0,128.0,0.994
5463,16.0,16.0,0.0,64.0,0.997
5464,16.0,16.0,0.0,32.0,0.998
5465,16.0,16.0,0.0,16.0,0.999
5466,16.0,16.0,0.0,8.0,0.999
5467,16.0,16.0,0.0,4.0,1.0
5468,16.0,16.0,0.0,2.0,1.0
5469,16.0,16.0,0.0,1.0,0.999
5470,16.0,16.0,0.0,0.5,1.0
5471,16.0,16.0,0.0,0.0,1.0
5472,16.0,8.0,3200.0,512.0,0.855
5473,16.0,8.0,3200.0,256.0,0.882
5474,16.0,8.0,3200.0,128.0,0.874
5475,16.0,8.0,3200.0,64.0,0.864
5476,16.0,8.0,3200.0,32.0,0.866
5477,16.0,8.0,3200.0,16.0,0.871
5478,16.0,8.0,3200.0,8.0,0.892
5479,16.0,8.0,3200.0,4.0,0.865
5480,16.0,8.0,3200.0,2.0,0.873
5481,16.0,8.0,3200.0,1.0,0.87
5482,16.0,8.0,3200.0,0.5,0.878
5483,16.0,8.0,3200.0,0.0,0.884
5484,16.0,8.0,1600.0,512.0,0.91
5485,16.0,8.0,1600.0,256.0,0.935
5486,16.0,8.0,1600.0,128.0,0.936
5487,16.0,8.0,1600.0,64.0,0.929
5488,16.0,8.0,1600.0,32.0,0.932
5489,16.0,8.0,1600.0,16.0,0.936
5490,16.0,8.0,1600.0,8.0,0.947
5491,16.0,8.0,1600.0,4.0,0.941
5492,16.0,8.0,1600.0,2.0,0.944
5493,16.0,8.0,1600.0,1.0,0.94
5494,16.0,8.0,1600.0,0.5,0.933
5495,16.0,8.0,1600.0,0.0,0.937
5496,16.0,8.0,800.0,512.0,0.953
5497,16.0,8.0,800.0,256.0,0.96
5498,16.0,8.0,800.0,128.0,0.966
5499,16.0,8.0,800.0,64.0,0.967
5500,16.0,8.0,800.0,32.0,0.966
5501,16.0,8.0,800.0,16.0,0.965
5502,16.0,8.0,800.0,8.0,0.97
5503,16.0,8.0,800.0,4.0,0.967
5504,16.0,8.0,800.0,2.0,0.967
5505,16.0,8.0,800.0,1.0,0.971
5506,16.0,8.0,800.0,0.5,0.967
5507,16.0,8.0,800.0,0.0,0.973
5508,16.0,8.0,400.0,512.0,0.961
5509,16.0,8.0,400.0,256.0,0.973
5510,16.0,8.0,400.0,128.0,0.979
5511,16.0,8.0,400.0,64.0,0.98
5512,16.0,8.0,400.0,32.0,0.983
5513,16.0,8.0,400.0,16.0,0.982
5514,16.0,8.0,400.0,8.0,0.986
5515,16.0,8.0,400.0,4.0,0.983
5516,16.0,8.0,400.0,2.0,0.985
5517,16.0,8.0,400.0,1.0,0.985
5518,16.0,8.0,400.0,0.5,0.986
5519,16.0,8.0,400.0,0.0,0.985
5520,16.0,8.0,200.0,512.0,0.97
5521,16.0,8.0,200.0,256.0,0.98
5522,16.0,8.0,200.0,128.0,0.989
5523,16.0,8.0,200.0,64.0,0.99
5524,16.0,8.0,200.0,32.0,0.992
5525,16.0,8.0,200.0,16.0,0.993
5526,16.0,8.0,200.0,8.0,0.992
5527,16.0,8.0,200.0,4.0,0.991
5528,16.0,8.0,200.0,2.0,0.991
5529,16.0,8.0,200.0,1.0,0.991
5530,16.0,8.0,200.0,0.5,0.991
5531,16.0,8.0,200.0,0.0,0.991
5532,16.0,8.0,100.0,512.0,0.979
5533,16.0,8.0,100.0,256.0,0.987
5534,16.0,8.0,100.0,128.0,0.992
5535,16.0,8.0,100.0,64.0,0.994
5536,16.0,8.0,100.0,32.0,0.995
5537,16.0,8.0,100.0,16.0,0.996
5538,16.0,8.0,100.0,8.0,0.996
5539,16.0,8.0,100.0,4.0,0.996
5540,16.0,8.0,100.0,2.0,0.996
5541,16.0,8.0,100.0,1.0,0.996
5542,16.0,8.0,100.0,0.5,0.996
5543,16.0,8.0,100.0,0.0,0.996
5544,16.0,8.0,50.0,512.0,0.98
5545,16.0,8.0,50.0,256.0,0.989
5546,16.0,8.0,50.0,128.0,0.994
5547,16.0,8.0,50.0,64.0,0.996
5548,16.0,8.0,50.0,32.0,0.996
5549,16.0,8.0,50.0,16.0,0.997
5550,16.0,8.0,50.0,8.0,0.998
5551,16.0,8.0,50.0,4.0,0.998
5552,16.0,8.0,50.0,2.0,0.997
5553,16.0,8.0,50.0,1.0,0.997
5554,16.0,8.0,50.0,0.5,0.998
5555,16.0,8.0,50.0,0.0,0.998
5556,16.0,8.0,25.0,512.0,0.977
5557,16.0,8.0,25.0,256.0,0.989
5558,16.0,8.0,25.0,128.0,0.993
5559,16.0,8.0,25.0,64.0,0.997
5560,16.0,8.0,25.0,32.0,0.997
5561,16.0,8.0,25.0,16.0,0.998
5562,16.0,8.0,25.0,8.0,0.998
5563,16.0,8.0,25.0,4.0,0.999
5564,16.0,8.0,25.0,2.0,0.999
5565,16.0,8.0,25.0,1.0,0.999
5566,16.0,8.0,25.0,0.5,0.999
5567,16.0,8.0,25.0,0.0,0.999
5568,16.0,8.0,12.5,512.0,0.981
5569,16.0,8.0,12.5,256.0,0.989
5570,16.0,8.0,12.5,128.0,0.994
5571,16.0,8.0,12.5,64.0,0.997
5572,16.0,8.0,12.5,32.0,0.998
5573,16.0,8.0,12.5,16.0,0.999
5574,16.0,8.0,12.5,8.0,0.999
5575,16.0,8.0,12.5,4.0,0.999
5576,16.0,8.0,12.5,2.0,0.999
5577,16.0,8.0,12.5,1.0,0.999
5578,16.0,8.0,12.5,0.5,0.999
5579,16.0,8.0,12.5,0.0,0.999
5580,16.0,8.0,6.25,512.0,0.98
5581,16.0,8.0,6.25,256.0,0.989
5582,16.0,8.0,6.25,128.0,0.995
5583,16.0,8.0,6.25,64.0,0.997
5584,16.0,8.0,6.25,32.0,0.998
5585,16.0,8.0,6.25,16.0,0.999
5586,16.0,8.0,6.25,8.0,0.999
5587,16.0,8.0,6.25,4.0,0.999
5588,16.0,8.0,6.25,2.0,0.999
5589,16.0,8.0,6.25,1.0,0.999
5590,16.0,8.0,6.25,0.5,0.999
5591,16.0,8.0,6.25,0.0,0.999
5592,16.0,8.0,3.125,512.0,0.979
5593,16.0,8.0,3.125,256.0,0.988
5594,16.0,8.0,3.125,128.0,0.994
5595,16.0,8.0,3.125,64.0,0.997
5596,16.0,8.0,3.125,32.0,0.999
5597,16.0,8.0,3.125,16.0,0.999
5598,16.0,8.0,3.125,8.0,0.999
5599,16.0,8.0,3.125,4.0,0.999
5600,16.0,8.0,3.125,2.0,1.0
5601,16.0,8.0,3.125,1.0,1.0
5602,16.0,8.0,3.125,0.5,1.0
5603,16.0,8.0,3.125,0.0,1.0
5604,16.0,8.0,0.0,512.0,0.982
5605,16.0,8.0,0.0,256.0,0.99
5606,16.0,8.0,0.0,128.0,0.994
5607,16.0,8.0,0.0,64.0,0.997
5608,16.0,8.0,0.0,32.0,0.999
5609,16.0,8.0,0.0,16.0,0.999
5610,16.0,8.0,0.0,8.0,0.999
5611,16.0,8.0,0.0,4.0,1.0
5612,16.0,8.0,0.0,2.0,0.999
5613,16.0,8.0,0.0,1.0,1.0
5614,16.0,8.0,0.0,0.5,1.0
5615,16.0,8.0,0.0,0.0,1.0
5616,16.0,4.0,3200.0,512.0,0.875
5617,16.0,4.0,3200.0,256.0,0.878
5618,16.0,4.0,3200.0,128.0,0.859
5619,16.0,4.0,3200.0,64.0,0.865
5620,16.0,4.0,3200.0,32.0,0.883
5621,16.0,4.0,3200.0,16.0,0.864
5622,16.0,4.0,3200.0,8.0,0.871
5623,16.0,4.0,3200.0,4.0,0.878
5624,16.0,4.0,3200.0,2.0,0.887
5625,16.0,4.0,3200.0,1.0,0.869
5626,16.0,4.0,3200.0,0.5,0.894
5627,16.0,4.0,3200.0,0.0,0.866
5628,16.0,4.0,1600.0,512.0,0.909
5629,16.0,4.0,1600.0,256.0,0.937
5630,16.0,4.0,1600.0,128.0,0.942
5631,16.0,4.0,1600.0,64.0,0.944
5632,16.0,4.0,1600.0,32.0,0.946
5633,16.0,4.0,1600.0,16.0,0.935
5634,16.0,4.0,1600.0,8.0,0.947
5635,16.0,4.0,1600.0,4.0,0.945
5636,16.0,4.0,1600.0,2.0,0.932
5637,16.0,4.0,1600.0,1.0,0.935
5638,16.0,4.0,1600.0,0.5,0.933
5639,16.0,4.0,1600.0,0.0,0.939
5640,16.0,4.0,800.0,512.0,0.947
5641,16.0,4.0,800.0,256.0,0.957
5642,16.0,4.0,800.0,128.0,0.961
5643,16.0,4.0,800.0,64.0,0.963
5644,16.0,4.0,800.0,32.0,0.966
5645,16.0,4.0,800.0,16.0,0.967
5646,16.0,4.0,800.0,8.0,0.967
5647,16.0,4.0,800.0,4.0,0.968
5648,16.0,4.0,800.0,2.0,0.972
5649,16.0,4.0,800.0,1.0,0.974
5650,16.0,4.0,800.0,0.5,0.972
5651,16.0,4.0,800.0,0.0,0.97
5652,16.0,4.0,400.0,512.0,0.963
5653,16.0,4.0,400.0,256.0,0.977
5654,16.0,4.0,400.0,128.0,0.978
5655,16.0,4.0,400.0,64.0,0.984
5656,16.0,4.0,400.0,32.0,0.981
5657,16.0,4.0,400.0,16.0,0.986
5658,16.0,4.0,400.0,8.0,0.985
5659,16.0,4.0,400.0,4.0,0.985
5660,16.0,4.0,400.0,2.0,0.984
5661,16.0,4.0,400.0,1.0,0.984
5662,16.0,4.0,400.0,0.5,0.983
5663,16.0,4.0,400.0,0.0,0.985
5664,16.0,4.0,200.0,512.0,0.97
5665,16.0,4.0,200.0,256.0,0.98
5666,16.0,4.0,200.0,128.0,0.986
5667,16.0,4.0,200.0,64.0,0.989
5668,16.0,4.0,200.0,32.0,0.991
5669,16.0,4.0,200.0,16.0,0.991
5670,16.0,4.0,200.0,8.0,0.992
5671,16.0,4.0,200.0,4.0,0.992
5672,16.0,4.0,200.0,2.0,0.992
5673,16.0,4.0,200.0,1.0,0.993
5674,16.0,4.0,200.0,0.5,0.991
5675,16.0,4.0,200.0,0.0,0.992
5676,16.0,4.0,100.0,512.0,0.977
5677,16.0,4.0,100.0,256.0,0.984
5678,16.0,4.0,100.0,128.0,0.992
5679,16.0,4.0,100.0,64.0,0.993
5680,16.0,4.0,100.0,32.0,0.994
5681,16.0,4.0,100.0,16.0,0.996
5682,16.0,4.0,100.0,8.0,0.995
5683,16.0,4.0,100.0,4.0,0.995
5684,16.0,4.0,100.0,2.0,0.996
5685,16.0,4.0,100.0,1.0,0.996
5686,16.0,4.0,100.0,0.5,0.996
5687,16.0,4.0,100.0,0.0,0.997
5688,16.0,4.0,50.0,512.0,0.979
5689,16.0,4.0,50.0,256.0,0.987
5690,16.0,4.0,50.0,128.0,0.992
5691,16.0,4.0,50.0,64.0,0.995
5692,16.0,4.0,50.0,32.0,0.997
5693,16.0,4.0,50.0,16.0,0.997
5694,16.0,4.0,50.0,8.0,0.997
5695,16.0,4.0,50.0,4.0,0.998
5696,16.0,4.0,50.0,2.0,0.998
5697,16.0,4.0,50.0,1.0,0.998
5698,16.0,4.0,50.0,0.5,0.998
5699,16.0,4.0,50.0,0.0,0.998
5700,16.0,4.0,25.0,512.0,0.98
5701,16.0,4.0,25.0,256.0,0.99
5702,16.0,4.0,25.0,128.0,0.993
5703,16.0,4.0,25.0,64.0,0.996
5704,16.0,4.0,25.0,32.0,0.997
5705,16.0,4.0,25.0,16.0,0.998
5706,16.0,4.0,25.0,8.0,0.999
5707,16.0,4.0,25.0,4.0,0.998
5708,16.0,4.0,25.0,2.0,0.999
5709,16.0,4.0,25.0,1.0,0.998
5710,16.0,4.0,25.0,0.5,0.999
5711,16.0,4.0,25.0,0.0,0.999
5712,16.0,4.0,12.5,512.0,0.982
5713,16.0,4.0,12.5,256.0,0.989
5714,16.0,4.0,12.5,128.0,0.995
5715,16.0,4.0,12.5,64.0,0.997
5716,16.0,4.0,12.5,32.0,0.998
5717,16.0,4.0,12.5,16.0,0.998
5718,16.0,4.0,12.5,8.0,0.999
5719,16.0,4.0,12.5,4.0,0.999
5720,16.0,4.0,12.5,2.0,0.999
5721,16.0,4.0,12.5,1.0,0.999
5722,16.0,4.0,12.5,0.5,0.999
5723,16.0,4.0,12.5,0.0,0.999
5724,16.0,4.0,6.25,512.0,0.981
5725,16.0,4.0,6.25,256.0,0.988
5726,16.0,4.0,6.25,128.0,0.995
5727,16.0,4.0,6.25,64.0,0.997
5728,16.0,4.0,6.25,32.0,0.998
5729,16.0,4.0,6.25,16.0,0.999
5730,16.0,4.0,6.25,8.0,0.999
5731,16.0,4.0,6.25,4.0,0.999
5732,16.0,4.0,6.25,2.0,0.999
5733,16.0,4.0,6.25,1.0,0.999
5734,16.0,4.0,6.25,0.5,1.0
5735,16.0,4.0,6.25,0.0,0.999
5736,16.0,4.0,3.125,512.0,0.978
5737,16.0,4.0,3.125,256.0,0.99
5738,16.0,4.0,3.125,128.0,0.994
5739,16.0,4.0,3.125,64.0,0.997
5740,16.0,4.0,3.125,32.0,0.998
5741,16.0,4.0,3.125,16.0,0.999
5742,16.0,4.0,3.125,8.0,0.999
5743,16.0,4.0,3.125,4.0,1.0
5744,16.0,4.0,3.125,2.0,1.0
