,(+)-Griseofulvin,(S)-(+)-Camptothecin,Chloramphenicol,Metformin,Cell viability
622,32.0,1.0,1600.0,32.0,0.395
623,32.0,1.0,1600.0,16.0,0.465
624,32.0,1.0,800.0,512.0,0.398
625,32.0,1.0,800.0,256.0,0.962
626,32.0,1.0,800.0,128.0,0.771
627,32.0,1.0,800.0,64.0,0.652
628,32.0,1.0,800.0,32.0,0.768
629,32.0,1.0,800.0,16.0,0.756
630,32.0,1.0,400.0,512.0,0.687
631,32.0,1.0,400.0,256.0,0.797
632,32.0,1.0,400.0,128.0,1.0
633,32.0,1.0,400.0,64.0,0.945
634,32.0,1.0,400.0,32.0,0.932
635,32.0,1.0,400.0,16.0,0.92
636,32.0,1.0,200.0,512.0,0.843
637,32.0,1.0,200.0,256.0,0.913
638,32.0,1.0,200.0,128.0,0.875
639,32.0,1.0,200.0,64.0,0.916
640,32.0,1.0,200.0,32.0,0.937
641,32.0,1.0,200.0,16.0,0.872
642,32.0,1.0,100.0,512.0,0.96
643,32.0,1.0,100.0,256.0,0.919
644,32.0,1.0,100.0,128.0,0.911
645,32.0,1.0,100.0,64.0,0.947
646,32.0,1.0,100.0,32.0,0.922
647,32.0,1.0,100.0,16.0,0.969
648,16.0,32.0,3200.0,512.0,0.649
649,16.0,32.0,3200.0,256.0,0.478
650,16.0,32.0,3200.0,128.0,0.161
651,16.0,32.0,3200.0,64.0,0.036
652,16.0,32.0,3200.0,32.0,0.882
653,16.0,32.0,3200.0,16.0,0.0
654,16.0,32.0,1600.0,512.0,0.0
655,16.0,32.0,1600.0,256.0,0.409
656,16.0,32.0,1600.0,128.0,0.74
657,16.0,32.0,1600.0,64.0,0.631
658,16.0,32.0,1600.0,32.0,0.566
659,16.0,32.0,1600.0,16.0,0.974
660,16.0,32.0,800.0,512.0,0.844
661,16.0,32.0,800.0,256.0,0.719
662,16.0,32.0,800.0,128.0,0.955
663,16.0,32.0,800.0,64.0,0.693
664,16.0,32.0,800.0,32.0,0.893
665,16.0,32.0,800.0,16.0,0.699
666,16.0,32.0,400.0,512.0,0.766
667,16.0,32.0,400.0,256.0,0.825
668,16.0,32.0,400.0,128.0,0.943
669,16.0,32.0,400.0,64.0,0.77
670,16.0,32.0,400.0,32.0,0.972
671,16.0,32.0,400.0,16.0,0.906
672,16.0,32.0,200.0,512.0,0.747
673,16.0,32.0,200.0,256.0,0.973
674,16.0,32.0,200.0,128.0,0.918
675,16.0,32.0,200.0,64.0,0.99
676,16.0,32.0,200.0,32.0,0.935
677,16.0,32.0,200.0,16.0,0.927
678,16.0,32.0,100.0,512.0,0.926
679,16.0,32.0,100.0,256.0,0.939
680,16.0,32.0,100.0,128.0,0.923
681,16.0,32.0,100.0,64.0,0.901
682,16.0,32.0,100.0,32.0,0.947
683,16.0,32.0,100.0,16.0,0.919
684,16.0,16.0,3200.0,512.0,0.0
685,16.0,16.0,3200.0,256.0,0.0
686,16.0,16.0,3200.0,128.0,0.0
687,16.0,16.0,3200.0,64.0,0.284
688,16.0,16.0,3200.0,32.0,0.212
689,16.0,16.0,3200.0,16.0,0.0
690,16.0,16.0,1600.0,512.0,0.02
691,16.0,16.0,1600.0,256.0,0.904
692,16.0,16.0,1600.0,128.0,0.178
693,16.0,16.0,1600.0,64.0,0.988
694,16.0,16.0,1600.0,32.0,0.16
695,16.0,16.0,1600.0,16.0,0.459
696,16.0,16.0,800.0,512.0,0.653
697,16.0,16.0,800.0,256.0,0.879
698,16.0,16.0,800.0,128.0,0.921
699,16.0,16.0,800.0,64.0,0.553
700,16.0,16.0,800.0,32.0,0.954
701,16.0,16.0,800.0,16.0,0.943
702,16.0,16.0,400.0,512.0,0.576
703,16.0,16.0,400.0,256.0,0.877
704,16.0,16.0,400.0,128.0,0.87
705,16.0,16.0,400.0,64.0,0.814
706,16.0,16.0,400.0,32.0,0.911
707,16.0,16.0,400.0,16.0,0.948
708,16.0,16.0,200.0,512.0,0.733
709,16.0,16.0,200.0,256.0,0.854
710,16.0,16.0,200.0,128.0,0.894
711,16.0,16.0,200.0,64.0,0.938
712,16.0,16.0,200.0,32.0,0.872
713,16.0,16.0,200.0,16.0,0.998
714,16.0,16.0,100.0,512.0,0.975
715,16.0,16.0,100.0,256.0,0.88
716,16.0,16.0,100.0,128.0,0.998
717,16.0,16.0,100.0,64.0,0.99
718,16.0,16.0,100.0,32.0,0.938
719,16.0,16.0,100.0,16.0,0.975
720,16.0,8.0,3200.0,512.0,0.0
721,16.0,8.0,3200.0,256.0,0.451
722,16.0,8.0,3200.0,128.0,0.704
723,16.0,8.0,3200.0,64.0,0.0
724,16.0,8.0,3200.0,32.0,0.044
725,16.0,8.0,3200.0,16.0,0.583
726,16.0,8.0,1600.0,512.0,0.0
727,16.0,8.0,1600.0,256.0,0.875
728,16.0,8.0,1600.0,128.0,0.435
729,16.0,8.0,1600.0,64.0,0.99
730,16.0,8.0,1600.0,32.0,0.217
731,16.0,8.0,1600.0,16.0,0.471
732,16.0,8.0,800.0,512.0,0.513
733,16.0,8.0,800.0,256.0,0.681
734,16.0,8.0,800.0,128.0,0.557
735,16.0,8.0,800.0,64.0,0.595
736,16.0,8.0,800.0,32.0,0.701
737,16.0,8.0,800.0,16.0,0.843
738,16.0,8.0,400.0,512.0,0.672
739,16.0,8.0,400.0,256.0,0.966
740,16.0,8.0,400.0,128.0,0.845
741,16.0,8.0,400.0,64.0,0.78
742,16.0,8.0,400.0,32.0,0.865
743,16.0,8.0,400.0,16.0,0.865
744,16.0,8.0,200.0,512.0,0.634
745,16.0,8.0,200.0,256.0,0.835
746,16.0,8.0,200.0,128.0,0.984
747,16.0,8.0,200.0,64.0,0.902
748,16.0,8.0,200.0,32.0,0.88
749,16.0,8.0,200.0,16.0,0.919
750,16.0,8.0,100.0,512.0,0.722
751,16.0,8.0,100.0,256.0,0.901
752,16.0,8.0,100.0,128.0,0.878
753,16.0,8.0,100.0,64.0,0.929
754,16.0,8.0,100.0,32.0,0.986
755,16.0,8.0,100.0,16.0,0.983
756,16.0,4.0,3200.0,512.0,0.389
757,16.0,4.0,3200.0,256.0,0.0
758,16.0,4.0,3200.0,128.0,0.105
759,16.0,4.0,3200.0,64.0,0.0
760,16.0,4.0,3200.0,32.0,0.0
761,16.0,4.0,3200.0,16.0,0.387
762,16.0,4.0,1600.0,512.0,0.514
763,16.0,4.0,1600.0,256.0,0.636
764,16.0,4.0,1600.0,128.0,0.548
765,16.0,4.0,1600.0,64.0,0.93
766,16.0,4.0,1600.0,32.0,0.873
767,16.0,4.0,1600.0,16.0,0.901
768,16.0,4.0,800.0,512.0,0.351
769,16.0,4.0,800.0,256.0,0.716
770,16.0,4.0,800.0,128.0,0.783
771,16.0,4.0,800.0,64.0,0.773
772,16.0,4.0,800.0,32.0,0.638
773,16.0,4.0,800.0,16.0,0.687
774,16.0,4.0,400.0,512.0,0.967
775,16.0,4.0,400.0,256.0,0.843
776,16.0,4.0,400.0,128.0,0.837
777,16.0,4.0,400.0,64.0,0.887
778,16.0,4.0,400.0,32.0,0.971
779,16.0,4.0,400.0,16.0,0.955
780,16.0,4.0,200.0,512.0,0.842
781,16.0,4.0,200.0,256.0,0.938
782,16.0,4.0,200.0,128.0,0.831
783,16.0,4.0,200.0,64.0,0.883
784,16.0,4.0,200.0,32.0,0.991
785,16.0,4.0,200.0,16.0,0.892
786,16.0,4.0,100.0,512.0,0.705
787,16.0,4.0,100.0,256.0,0.822
788,16.0,4.0,100.0,128.0,0.915
789,16.0,4.0,100.0,64.0,0.963
790,16.0,4.0,100.0,32.0,0.933
791,16.0,4.0,100.0,16.0,0.985
792,16.0,2.0,3200.0,512.0,0.814
793,16.0,2.0,3200.0,256.0,0.473
794,16.0,2.0,3200.0,128.0,0.089
795,16.0,2.0,3200.0,64.0,0.961
796,16.0,2.0,3200.0,32.0,0.346
797,16.0,2.0,3200.0,16.0,0.802
798,16.0,2.0,1600.0,512.0,0.112
799,16.0,2.0,1600.0,256.0,0.079
800,16.0,2.0,1600.0,128.0,0.339
801,16.0,2.0,1600.0,64.0,0.596
802,16.0,2.0,1600.0,32.0,0.278
803,16.0,2.0,1600.0,16.0,0.517
804,16.0,2.0,800.0,512.0,0.739
805,16.0,2.0,800.0,256.0,0.749
806,16.0,2.0,800.0,128.0,0.941
807,16.0,2.0,800.0,64.0,0.744
808,16.0,2.0,800.0,32.0,0.922
809,16.0,2.0,800.0,16.0,0.865
810,16.0,2.0,400.0,512.0,0.92
811,16.0,2.0,400.0,256.0,0.761
812,16.0,2.0,400.0,128.0,0.74
813,16.0,2.0,400.0,64.0,0.776
814,16.0,2.0,400.0,32.0,0.891
815,16.0,2.0,400.0,16.0,0.853
816,16.0,2.0,200.0,512.0,0.711
817,16.0,2.0,200.0,256.0,0.964
818,16.0,2.0,200.0,128.0,0.947
819,16.0,2.0,200.0,64.0,0.962
820,16.0,2.0,200.0,32.0,0.933
821,16.0,2.0,200.0,16.0,0.929
822,16.0,2.0,100.0,512.0,0.916
823,16.0,2.0,100.0,256.0,0.927
824,16.0,2.0,100.0,128.0,0.982
825,16.0,2.0,100.0,64.0,0.929
826,16.0,2.0,100.0,32.0,0.949
827,16.0,2.0,100.0,16.0,0.97
828,16.0,1.0,3200.0,512.0,0.544
829,16.0,1.0,3200.0,256.0,0.0
830,16.0,1.0,3200.0,128.0,0.0
831,16.0,1.0,3200.0,64.0,0.219
832,16.0,1.0,3200.0,32.0,0.198
833,16.0,1.0,3200.0,16.0,0.585
834,16.0,1.0,1600.0,512.0,0.148
835,16.0,1.0,1600.0,256.0,0.658
836,16.0,1.0,1600.0,128.0,0.934
837,16.0,1.0,1600.0,64.0,0.755
838,16.0,1.0,1600.0,32.0,0.861
839,16.0,1.0,1600.0,16.0,0.386
840,16.0,1.0,800.0,512.0,0.417
841,16.0,1.0,800.0,256.0,0.947
842,16.0,1.0,800.0,128.0,0.872
843,16.0,1.0,800.0,64.0,0.841
844,16.0,1.0,800.0,32.0,0.736
845,16.0,1.0,800.0,16.0,0.933
846,16.0,1.0,400.0,512.0,0.902
847,16.0,1.0,400.0,256.0,0.657
848,16.0,1.0,400.0,128.0,0.783
849,16.0,1.0,400.0,64.0,0.797
850,16.0,1.0,400.0,32.0,0.956
851,16.0,1.0,400.0,16.0,0.945
852,16.0,1.0,200.0,512.0,0.769
853,16.0,1.0,200.0,256.0,0.941
854,16.0,1.0,200.0,128.0,0.868
855,16.0,1.0,200.0,64.0,0.899
856,16.0,1.0,200.0,32.0,0.888
857,16.0,1.0,200.0,16.0,0.99
858,16.0,1.0,100.0,512.0,0.851
859,16.0,1.0,100.0,256.0,0.992
860,16.0,1.0,100.0,128.0,0.928
861,16.0,1.0,100.0,64.0,0.959
862,16.0,1.0,100.0,32.0,0.926
863,16.0,1.0,100.0,16.0,0.993
864,8.0,32.0,3200.0,512.0,0.525
865,8.0,32.0,3200.0,256.0,0.0
866,8.0,32.0,3200.0,128.0,0.81
867,8.0,32.0,3200.0,64.0,0.081
868,8.0,32.0,3200.0,32.0,0.01
869,8.0,32.0,3200.0,16.0,0.0
870,8.0,32.0,1600.0,512.0,0.846
871,8.0,32.0,1600.0,256.0,0.637
872,8.0,32.0,1600.0,128.0,0.929
873,8.0,32.0,1600.0,64.0,0.907
874,8.0,32.0,1600.0,32.0,0.85
875,8.0,32.0,1600.0,16.0,0.558
876,8.0,32.0,800.0,512.0,0.626
877,8.0,32.0,800.0,256.0,0.971
878,8.0,32.0,800.0,128.0,0.933
879,8.0,32.0,800.0,64.0,0.672
880,8.0,32.0,800.0,32.0,0.871
881,8.0,32.0,800.0,16.0,0.869
882,8.0,32.0,400.0,512.0,0.751
883,8.0,32.0,400.0,256.0,0.893
884,8.0,32.0,400.0,128.0,0.714
885,8.0,32.0,400.0,64.0,0.763
886,8.0,32.0,400.0,32.0,0.938
887,8.0,32.0,400.0,16.0,0.826
888,8.0,32.0,200.0,512.0,0.815
889,8.0,32.0,200.0,256.0,0.771
890,8.0,32.0,200.0,128.0,0.911
891,8.0,32.0,200.0,64.0,0.898
892,8.0,32.0,200.0,32.0,0.886
893,8.0,32.0,200.0,16.0,0.966
894,8.0,32.0,100.0,512.0,0.83
895,8.0,32.0,100.0,256.0,0.979
896,8.0,32.0,100.0,128.0,0.96
897,8.0,32.0,100.0,64.0,0.898
898,8.0,32.0,100.0,32.0,0.981
899,8.0,32.0,100.0,16.0,0.996
900,8.0,16.0,3200.0,512.0,0.616
901,8.0,16.0,3200.0,256.0,0.813
902,8.0,16.0,3200.0,128.0,0.36
903,8.0,16.0,3200.0,64.0,0.075
904,8.0,16.0,3200.0,32.0,0.0
905,8.0,16.0,3200.0,16.0,0.621
906,8.0,16.0,1600.0,512.0,0.996
907,8.0,16.0,1600.0,256.0,0.224
908,8.0,16.0,1600.0,128.0,0.554
909,8.0,16.0,1600.0,64.0,0.438
910,8.0,16.0,1600.0,32.0,0.239
911,8.0,16.0,1600.0,16.0,0.634
912,8.0,16.0,800.0,512.0,0.41
913,8.0,16.0,800.0,256.0,0.515
914,8.0,16.0,800.0,128.0,0.724
915,8.0,16.0,800.0,64.0,0.646
916,8.0,16.0,800.0,32.0,0.715
917,8.0,16.0,800.0,16.0,0.586
918,8.0,16.0,400.0,512.0,0.709
919,8.0,16.0,400.0,256.0,0.836
920,8.0,16.0,400.0,128.0,0.946
921,8.0,16.0,400.0,64.0,0.983
922,8.0,16.0,400.0,32.0,0.851
923,8.0,16.0,400.0,16.0,0.983
924,8.0,16.0,200.0,512.0,0.918
925,8.0,16.0,200.0,256.0,0.924
926,8.0,16.0,200.0,128.0,0.891
927,8.0,16.0,200.0,64.0,0.937
928,8.0,16.0,200.0,32.0,0.905
929,8.0,16.0,200.0,16.0,0.984
930,8.0,16.0,100.0,512.0,0.977
931,8.0,16.0,100.0,256.0,0.881
932,8.0,16.0,100.0,128.0,0.993
933,8.0,16.0,100.0,64.0,0.914
934,8.0,16.0,100.0,32.0,0.939
935,8.0,16.0,100.0,16.0,0.981
936,8.0,8.0,3200.0,512.0,0.406
937,8.0,8.0,3200.0,256.0,0.977
938,8.0,8.0,3200.0,128.0,0.306
939,8.0,8.0,3200.0,64.0,0.0
940,8.0,8.0,3200.0,32.0,0.133
941,8.0,8.0,3200.0,16.0,0.0
942,8.0,8.0,1600.0,512.0,0.042
943,8.0,8.0,1600.0,256.0,0.944
944,8.0,8.0,1600.0,128.0,0.33
945,8.0,8.0,1600.0,64.0,0.847
946,8.0,8.0,1600.0,32.0,0.297
947,8.0,8.0,1600.0,16.0,0.352
948,8.0,8.0,800.0,512.0,0.96
949,8.0,8.0,800.0,256.0,0.991
950,8.0,8.0,800.0,128.0,0.712
951,8.0,8.0,800.0,64.0,0.691
952,8.0,8.0,800.0,32.0,0.609
953,8.0,8.0,800.0,16.0,0.651
954,8.0,8.0,400.0,512.0,0.951
955,8.0,8.0,400.0,256.0,0.844
956,8.0,8.0,400.0,128.0,0.89
957,8.0,8.0,400.0,64.0,0.913
958,8.0,8.0,400.0,32.0,0.857
959,8.0,8.0,400.0,16.0,0.862
960,8.0,8.0,200.0,512.0,0.835
961,8.0,8.0,200.0,256.0,0.871
962,8.0,8.0,200.0,128.0,0.823
963,8.0,8.0,200.0,64.0,0.899
964,8.0,8.0,200.0,32.0,0.947
965,8.0,8.0,200.0,16.0,0.941
966,8.0,8.0,100.0,512.0,0.753
967,8.0,8.0,100.0,256.0,0.867
968,8.0,8.0,100.0,128.0,0.912
969,8.0,8.0,100.0,64.0,0.918
970,8.0,8.0,100.0,32.0,0.953
971,8.0,8.0,100.0,16.0,0.998
972,8.0,4.0,3200.0,512.0,0.719
973,8.0,4.0,3200.0,256.0,0.054
974,8.0,4.0,3200.0,128.0,0.891
975,8.0,4.0,3200.0,64.0,0.0
976,8.0,4.0,3200.0,32.0,0.167
977,8.0,4.0,3200.0,16.0,0.425
978,8.0,4.0,1600.0,512.0,0.198
979,8.0,4.0,1600.0,256.0,0.87
980,8.0,4.0,1600.0,128.0,0.191
981,8.0,4.0,1600.0,64.0,0.374
982,8.0,4.0,1600.0,32.0,0.298
983,8.0,4.0,1600.0,16.0,0.579
984,8.0,4.0,800.0,512.0,0.346
985,8.0,4.0,800.0,256.0,0.63
986,8.0,4.0,800.0,128.0,0.556
987,8.0,4.0,800.0,64.0,0.661
988,8.0,4.0,800.0,32.0,0.595
989,8.0,4.0,800.0,16.0,0.922
990,8.0,4.0,400.0,512.0,0.777
991,8.0,4.0,400.0,256.0,0.922
992,8.0,4.0,400.0,128.0,0.761
993,8.0,4.0,400.0,64.0,0.988
994,8.0,4.0,400.0,32.0,0.973
995,8.0,4.0,400.0,16.0,0.854
996,8.0,4.0,200.0,512.0,0.661
997,8.0,4.0,200.0,256.0,0.982
998,8.0,4.0,200.0,128.0,0.878
999,8.0,4.0,200.0,64.0,0.887
1000,8.0,4.0,200.0,32.0,0.933
1001,8.0,4.0,200.0,16.0,0.943
1002,8.0,4.0,100.0,512.0,0.895
1003,8.0,4.0,100.0,256.0,0.986
1004,8.0,4.0,100.0,128.0,0.988
1005,8.0,4.0,100.0,64.0,0.984
1006,8.0,4.0,100.0,32.0,0.978
1007,8.0,4.0,100.0,16.0,0.944
1008,8.0,2.0,3200.0,512.0,0.114
1009,8.0,2.0,3200.0,256.0,0.411
1010,8.0,2.0,3200.0,128.0,0.0
1011,8.0,2.0,3200.0,64.0,0.331
1012,8.0,2.0,3200.0,32.0,0.899
1013,8.0,2.0,3200.0,16.0,0.912
1014,8.0,2.0,1600.0,512.0,0.549
1015,8.0,2.0,1600.0,256.0,0.71
1016,8.0,2.0,1600.0,128.0,0.207
1017,8.0,2.0,1600.0,64.0,0.714
1018,8.0,2.0,1600.0,32.0,0.195
1019,8.0,2.0,1600.0,16.0,0.474
1020,8.0,2.0,800.0,512.0,0.463
1021,8.0,2.0,800.0,256.0,0.806
1022,8.0,2.0,800.0,128.0,0.709
1023,8.0,2.0,800.0,64.0,0.78
1024,8.0,2.0,800.0,32.0,0.991
1025,8.0,2.0,800.0,16.0,0.651
1026,8.0,2.0,400.0,512.0,0.579
1027,8.0,2.0,400.0,256.0,0.93
1028,8.0,2.0,400.0,128.0,0.881
1029,8.0,2.0,400.0,64.0,0.958
1030,8.0,2.0,400.0,32.0,0.899
1031,8.0,2.0,400.0,16.0,0.969
1032,8.0,2.0,200.0,512.0,0.978
1033,8.0,2.0,200.0,256.0,0.884
1034,8.0,2.0,200.0,128.0,0.866
1035,8.0,2.0,200.0,64.0,0.909
1036,8.0,2.0,200.0,32.0,0.916
1037,8.0,2.0,200.0,16.0,0.929
1038,8.0,2.0,100.0,512.0,0.741
1039,8.0,2.0,100.0,256.0,0.921
1040,8.0,2.0,100.0,128.0,0.975
1041,8.0,2.0,100.0,64.0,0.938
1042,8.0,2.0,100.0,32.0,0.977
1043,8.0,2.0,100.0,16.0,0.956
1044,8.0,1.0,3200.0,512.0,0.842
1045,8.0,1.0,3200.0,256.0,0.0
1046,8.0,1.0,3200.0,128.0,0.493
1047,8.0,1.0,3200.0,64.0,0.0
1048,8.0,1.0,3200.0,32.0,0.0
1049,8.0,1.0,3200.0,16.0,0.812
1050,8.0,1.0,1600.0,512.0,0.861
1051,8.0,1.0,1600.0,256.0,0.772
1052,8.0,1.0,1600.0,128.0,0.15
1053,8.0,1.0,1600.0,64.0,0.878
1054,8.0,1.0,1600.0,32.0,0.425
1055,8.0,1.0,1600.0,16.0,0.472
1056,8.0,1.0,800.0,512.0,0.375
1057,8.0,1.0,800.0,256.0,0.568
1058,8.0,1.0,800.0,128.0,0.833
1059,8.0,1.0,800.0,64.0,0.816
1060,8.0,1.0,800.0,32.0,0.967
1061,8.0,1.0,800.0,16.0,0.611
1062,8.0,1.0,400.0,512.0,0.731
1063,8.0,1.0,400.0,256.0,0.663
1064,8.0,1.0,400.0,128.0,0.911
1065,8.0,1.0,400.0,64.0,0.766
1066,8.0,1.0,400.0,32.0,0.868
1067,8.0,1.0,400.0,16.0,0.827
1068,8.0,1.0,200.0,512.0,0.955
1069,8.0,1.0,200.0,256.0,0.838
1070,8.0,1.0,200.0,128.0,0.947
1071,8.0,1.0,200.0,64.0,0.871
1072,8.0,1.0,200.0,32.0,0.938
1073,8.0,1.0,200.0,16.0,0.919
1074,8.0,1.0,100.0,512.0,0.89
1075,8.0,1.0,100.0,256.0,0.97
1076,8.0,1.0,100.0,128.0,0.983
1077,8.0,1.0,100.0,64.0,0.949
1078,8.0,1.0,100.0,32.0,0.983
1079,8.0,1.0,100.0,16.0,0.996
1080,4.0,32.0,3200.0,512.0,0.0
1081,4.0,32.0,3200.0,256.0,0.542
1082,4.0,32.0,3200.0,128.0,0.658
1083,4.0,32.0,3200.0,64.0,0.616
1084,4.0,32.0,3200.0,32.0,0.0
1085,4.0,32.0,3200.0,16.0,0.0
1086,4.0,32.0,1600.0,512.0,0.46
1087,4.0,32.0,1600.0,256.0,0.35
1088,4.0,32.0,1600.0,128.0,0.392
1089,4.0,32.0,1600.0,64.0,0.595
1090,4.0,32.0,1600.0,32.0,0.688
1091,4.0,32.0,1600.0,16.0,0.552
1092,4.0,32.0,800.0,512.0,0.395
1093,4.0,32.0,800.0,256.0,0.568
1094,4.0,32.0,800.0,128.0,0.616
1095,4.0,32.0,800.0,64.0,0.942
1096,4.0,32.0,800.0,32.0,0.697
1097,4.0,32.0,800.0,16.0,0.718
1098,4.0,32.0,400.0,512.0,0.776
1099,4.0,32.0,400.0,256.0,0.803
1100,4.0,32.0,400.0,128.0,0.903
1101,4.0,32.0,400.0,64.0,0.995
1102,4.0,32.0,400.0,32.0,0.801
1103,4.0,32.0,400.0,16.0,0.878
1104,4.0,32.0,200.0,512.0,0.99
1105,4.0,32.0,200.0,256.0,0.908
1106,4.0,32.0,200.0,128.0,0.93
1107,4.0,32.0,200.0,64.0,0.941
1108,4.0,32.0,200.0,32.0,0.882
1109,4.0,32.0,200.0,16.0,0.975
1110,4.0,32.0,100.0,512.0,0.964
1111,4.0,32.0,100.0,256.0,0.871
1112,4.0,32.0,100.0,128.0,0.968
1113,4.0,32.0,100.0,64.0,0.965
1114,4.0,32.0,100.0,32.0,0.975
1115,4.0,32.0,100.0,16.0,0.942
1116,4.0,16.0,3200.0,512.0,0.813
1117,4.0,16.0,3200.0,256.0,0.89
1118,4.0,16.0,3200.0,128.0,0.387
1119,4.0,16.0,3200.0,64.0,0.0
1120,4.0,16.0,3200.0,32.0,0.619
1121,4.0,16.0,3200.0,16.0,0.0
1122,4.0,16.0,1600.0,512.0,0.499
1123,4.0,16.0,1600.0,256.0,0.583
1124,4.0,16.0,1600.0,128.0,0.333
1125,4.0,16.0,1600.0,64.0,0.858
1126,4.0,16.0,1600.0,32.0,0.778
1127,4.0,16.0,1600.0,16.0,0.22
1128,4.0,16.0,800.0,512.0,0.445
1129,4.0,16.0,800.0,256.0,0.764
1130,4.0,16.0,800.0,128.0,0.801
1131,4.0,16.0,800.0,64.0,0.609
1132,4.0,16.0,800.0,32.0,0.926
1133,4.0,16.0,800.0,16.0,0.833
1134,4.0,16.0,400.0,512.0,0.859
1135,4.0,16.0,400.0,256.0,0.658
1136,4.0,16.0,400.0,128.0,0.926
1137,4.0,16.0,400.0,64.0,0.871
1138,4.0,16.0,400.0,32.0,0.999
1139,4.0,16.0,400.0,16.0,0.897
1140,4.0,16.0,200.0,512.0,0.751
1141,4.0,16.0,200.0,256.0,0.839
1142,4.0,16.0,200.0,128.0,0.82
1143,4.0,16.0,200.0,64.0,0.944
1144,4.0,16.0,200.0,32.0,0.912
1145,4.0,16.0,200.0,16.0,0.889
1146,4.0,16.0,100.0,512.0,0.849
1147,4.0,16.0,100.0,256.0,0.872
1148,4.0,16.0,100.0,128.0,0.882
1149,4.0,16.0,100.0,64.0,0.922
1150,4.0,16.0,100.0,32.0,0.981
1151,4.0,16.0,100.0,16.0,0.969
1152,4.0,8.0,3200.0,512.0,0.1
1153,4.0,8.0,3200.0,256.0,0.929
1154,4.0,8.0,3200.0,128.0,0.333
1155,4.0,8.0,3200.0,64.0,0.956
1156,4.0,8.0,3200.0,32.0,0.0
1157,4.0,8.0,3200.0,16.0,0.0
1158,4.0,8.0,1600.0,512.0,0.394
1159,4.0,8.0,1600.0,256.0,0.935
1160,4.0,8.0,1600.0,128.0,0.473
1161,4.0,8.0,1600.0,64.0,0.444
1162,4.0,8.0,1600.0,32.0,0.234
1163,4.0,8.0,1600.0,16.0,0.512
1164,4.0,8.0,800.0,512.0,0.397
1165,4.0,8.0,800.0,256.0,0.579
1166,4.0,8.0,800.0,128.0,0.65
1167,4.0,8.0,800.0,64.0,0.599
1168,4.0,8.0,800.0,32.0,0.885
1169,4.0,8.0,800.0,16.0,0.819
1170,4.0,8.0,400.0,512.0,0.991
1171,4.0,8.0,400.0,256.0,0.878
1172,4.0,8.0,400.0,128.0,0.797
1173,4.0,8.0,400.0,64.0,0.907
1174,4.0,8.0,400.0,32.0,0.918
1175,4.0,8.0,400.0,16.0,0.907
1176,4.0,8.0,200.0,512.0,0.779
1177,4.0,8.0,200.0,256.0,0.906
1178,4.0,8.0,200.0,128.0,0.86
1179,4.0,8.0,200.0,64.0,0.903
1180,4.0,8.0,200.0,32.0,0.947
1181,4.0,8.0,200.0,16.0,0.883
1182,4.0,8.0,100.0,512.0,0.971
1183,4.0,8.0,100.0,256.0,0.981
1184,4.0,8.0,100.0,128.0,0.941
1185,4.0,8.0,100.0,64.0,0.961
1186,4.0,8.0,100.0,32.0,0.965
1187,4.0,8.0,100.0,16.0,0.975
1188,4.0,4.0,3200.0,512.0,0.0
1189,4.0,4.0,3200.0,256.0,0.379
1190,4.0,4.0,3200.0,128.0,0.869
1191,4.0,4.0,3200.0,64.0,0.447
1192,4.0,4.0,3200.0,32.0,0.472
1193,4.0,4.0,3200.0,16.0,0.0
1194,4.0,4.0,1600.0,512.0,0.801
1195,4.0,4.0,1600.0,256.0,0.459
1196,4.0,4.0,1600.0,128.0,0.287
1197,4.0,4.0,1600.0,64.0,0.344
1198,4.0,4.0,1600.0,32.0,0.63
1199,4.0,4.0,1600.0,16.0,0.796
1200,4.0,4.0,800.0,512.0,0.824
1201,4.0,4.0,800.0,256.0,0.766
1202,4.0,4.0,800.0,128.0,0.961
1203,4.0,4.0,800.0,64.0,0.774
1204,4.0,4.0,800.0,32.0,0.913
1205,4.0,4.0,800.0,16.0,0.783
1206,4.0,4.0,400.0,512.0,0.978
1207,4.0,4.0,400.0,256.0,0.76
1208,4.0,4.0,400.0,128.0,0.887
1209,4.0,4.0,400.0,64.0,0.896
1210,4.0,4.0,400.0,32.0,0.999
1211,4.0,4.0,400.0,16.0,0.958
1212,4.0,4.0,200.0,512.0,0.823
1213,4.0,4.0,200.0,256.0,0.904
1214,4.0,4.0,200.0,128.0,0.948
1215,4.0,4.0,200.0,64.0,0.917
1216,4.0,4.0,200.0,32.0,0.882
1217,4.0,4.0,200.0,16.0,0.995
1218,4.0,4.0,100.0,512.0,0.768
1219,4.0,4.0,100.0,256.0,0.992
1220,4.0,4.0,100.0,128.0,0.882
1221,4.0,4.0,100.0,64.0,0.93
1222,4.0,4.0,100.0,32.0,0.969
1223,4.0,4.0,100.0,16.0,0.995
1224,4.0,2.0,3200.0,512.0,0.0
1225,4.0,2.0,3200.0,256.0,0.0
1226,4.0,2.0,3200.0,128.0,0.982
1227,4.0,2.0,3200.0,64.0,0.0
1228,4.0,2.0,3200.0,32.0,0.0
1229,4.0,2.0,3200.0,16.0,0.744
1230,4.0,2.0,1600.0,512.0,0.55
1231,4.0,2.0,1600.0,256.0,0.653
1232,4.0,2.0,1600.0,128.0,0.174
1233,4.0,2.0,1600.0,64.0,0.535
1234,4.0,2.0,1600.0,32.0,0.634
1235,4.0,2.0,1600.0,16.0,0.549
